timestamp,tower_id,latency_sec,bandwidth,dropped_calls,total_calls,uptime_percent,network_type,operator,users_connected,download_speed_mbps,signal_strength_dbm,tower_load_percent,average_call_duration_sec,handover_success_rate,packet_loss_percent,jitter_ms,tower_temperature_c,battery_backup_hours,tower_age_years,maintenance_due,upload_speed_mbps,call_drop_reason,weather_condition,technician_notes,last_maintenance,tower_color,is_test_tower,tower_height_m,signal_icon,internal_code,notes,extra_flag,location.latitude,location.longitude,signal_strength.RSSI,signal_strength.RSRP,signal_strength.SINR,voip_metrics.jitter_ms,voip_metrics.packet_loss_percent,call_drop_rate,bandwidth_mbps,bandwidth_numeric,anomaly
2025-08-22 01:25:00,TWR1060,0.804,8.12 Mbps,4,74,97.43,4G,Three,456,19.76,-91.17,21.84,179.2,86.46,3.65,7.89,24.6,8.7,8,False,7.91,Other,Cloudy,Rebooted system,2024-11-23,Grey,False,41.08,⚠️,INT79013,Legacy hardware,B,50.823979,-0.146711,-89.07,-95.67,26.39,20.45,3.93,5.405405405405405,8.12,8.126,Normal
2025-08-22 01:30:00,TWR1058,0.274,19.11 Mbps,7,126,98.04,5G,EE,333,26.11,-89.73,64.46,269.5,97.91,3.06,17.89,12.8,2.4,7,True,10.44,Poor Voice Quality,Cloudy,Rebooted system,2025-04-18,Grey,True,31.04,📶,INT10460,,Z,53.409585,-2.98277,-83.58,-96.91,-4.3,44.73,4.04,5.555555555555555,19.11,19.116,Normal
2025-08-22 01:35:00,TWR1086,0.946,31.87 Gbps,9,172,95.2,5G,Vodafone UK,15,153.85,-96.61,14.15,157.4,87.33,4.92,3.96,32.6,10.4,8,True,61.54,Satisfactory,Sunny,,2024-10-30,Blue,True,59.45,✅,INT44195,Legacy hardware,A,51.760344,-1.261463,-76.22,-113.37,-1.22,25.38,3.08,5.232558139534884,31870.0,31.879,Normal
2025-08-22 01:40:00,TWR1017,0.866,6.48 Mbps,7,156,96.14,4G,EE,448,20.08,-82.93,28.86,135.2,96.49,0.5,8.4,44.6,6.5,6,True,8.03,Other,Rainy,,2025-06-26,Grey,False,38.96,✅,INT20899,Legacy hardware,Z,54.969011,-1.6179,-113.38,-115.02,27.62,45.04,3.01,4.487179487179487,6.48,6.486,Normal
2025-08-22 01:45:00,TWR1077,0.476,14.5 Mbps,1,88,98.66,4G,EE,417,21.41,-109.08,34.57,73.8,99.92,1.99,10.87,38.1,6.0,13,True,8.57,Poor Voice Quality,Foggy,No issues,2025-01-19,Blue,True,40.98,🔇,INT37278,Legacy hardware,Z,54.977311,-1.613112,-73.53,-82.25,2.85,6.58,4.26,1.1363636363636365,14.5,14.56,Normal
2025-08-22 01:50:00,TWR1051,0.398,29.14 Gbps,6,112,95.98,4G,Vodafone UK,253,33.0,-85.78,79.39,99.6,95.76,4.98,3.44,20.3,6.1,3,True,13.2,Other,Cloudy,Rebooted system,2024-09-19,Red,False,70.39,✅,INT76015,Temporary site,A,54.987201,-1.623278,-89.22,-117.83,0.34,13.3,1.55,5.357142857142857,29140.0,29.149,Normal
2025-08-22 01:55:00,TWR1010,0.16,59.53 Mbps,1,76,95.47,4G,Three,449,20.04,-71.14,99.11,47.4,99.57,2.25,8.73,43.1,3.9,2,True,8.02,,Cloudy,Rebooted system,2025-08-06,Blue,True,85.9,🔇,INT58689,Pending upgrade,B,51.497991,-0.122554,-96.5,-90.69,-3.07,16.57,1.92,1.3157894736842104,59.53,59.536,Normal
2025-08-22 02:00:00,TWR1099,0.619,76.2 Gbps,8,181,99.1,4G,Three,170,45.45,-67.03,75.45,121.9,98.06,2.69,19.25,20.4,10.9,14,False,18.18,Satisfactory,Rainy,Checked cables,2025-07-14,Grey,True,37.69,⚠️,INT20154,Legacy hardware,Z,52.491086,-1.890759,-92.67,-128.37,12.87,44.8,0.45,4.41988950276243,76200.0,76.29,Normal
2025-08-22 02:05:00,TWR1005,0.134,53.54 Mbps,7,80,97.11,LTE,Three,423,21.14,-98.54,76.41,151.5,95.51,0.4,11.67,15.3,10.5,10,False,8.46,Poor Voice Quality,Sunny,No issues,2024-09-30,Red,True,31.16,⚠️,INT95190,Temporary site,A,51.743942,-1.264007,-98.13,-120.63,16.55,43.54,1.82,8.75,53.54,53.546,Normal
2025-08-22 02:10:00,TWR1037,0.727,36.69 Gbps,8,56,99.79,4G,EE,153,49.26,-104.48,83.9,272.5,85.77,4.26,11.21,37.7,10.3,12,True,19.7,Poor Voice Quality,Foggy,No issues,2025-01-16,Red,True,36.97,🔇,INT96866,Temporary site,C,53.405923,-2.991196,-83.96,-108.96,6.12,8.87,0.72,14.285714285714285,36690.0,36.699,Normal
2025-08-22 02:15:00,TWR1027,0.111,19.42 Gbps,1,62,96.99,LTE,Vodafone UK,178,43.86,-106.75,52.41,129.1,91.33,3.08,7.18,32.1,1.2,9,False,17.54,Satisfactory,Cloudy,No issues,2025-06-06,Red,False,48.7,🔇,INT38254,,B,51.50703,-0.122938,-106.47,-88.03,1.42,32.86,4.73,1.6129032258064515,19420.0,19.429,Normal
2025-08-22 02:20:00,TWR1095,0.554,31.32 Mbps,7,81,97.49,LTE,EE,261,32.15,-71.49,61.8,175.2,99.6,3.72,9.7,10.0,10.9,10,False,12.86,Poor Voice Quality,Rainy,Rebooted system,2025-08-16,Blue,False,69.21,⚠️,INT63333,Temporary site,A,50.815579,-0.133152,-115.58,-105.2,-7.67,34.55,0.31,8.641975308641975,31.32,31.326,Normal
2025-08-22 02:25:00,TWR1008,0.966,10.92 Mbps,6,54,99.25,LTE,Vodafone UK,258,32.47,-86.34,10.07,163.6,86.81,3.7,3.15,19.3,2.3,5,True,12.99,Poor Voice Quality,Foggy,Rebooted system,2025-07-09,Blue,True,85.12,📶,INT35854,Legacy hardware,A,50.832042,-0.135862,-116.01,-94.44,24.19,32.77,3.34,11.11111111111111,10.92,10.926,Anomaly
2025-08-22 02:30:00,TWR1034,0.243,95.08 Gbps,6,176,95.91,5G,O2,393,22.57,-78.9,78.93,272.0,92.16,2.9,7.92,22.4,7.7,7,True,9.03,Poor Voice Quality,Cloudy,Checked cables,2024-08-27,White,False,93.71,⚠️,INT56652,,B,51.503507,-0.129926,-91.95,-118.03,2.1,45.69,3.12,3.4090909090909087,95080.0,95.089,Normal
2025-08-22 02:35:00,TWR1041,0.417,28.17 Mbps,4,126,95.39,LTE,Three,197,40.49,-71.52,53.96,127.0,99.02,1.05,5.95,26.6,0.4,2,True,16.19,Poor Voice Quality,Foggy,Checked cables,2025-07-24,Grey,False,51.58,📶,INT40706,Pending upgrade,Z,51.75573,-1.266999,-118.62,-133.46,1.09,16.0,4.4,3.1746031746031744,28.17,28.176,Normal
2025-08-22 02:40:00,TWR1082,0.663,27.24 Gbps,5,177,98.5,5G,EE,399,22.27,-87.86,41.07,88.5,95.7,2.88,1.19,25.6,7.7,3,True,8.91,Poor Voice Quality,Rainy,Checked cables,2024-12-02,Red,True,60.66,✅,INT23817,,A,55.952283,-3.190307,-67.93,-96.5,15.67,47.13,2.02,2.824858757062147,27240.0,27.249,Normal
2025-08-22 02:45:00,TWR1034,0.301,51.96 Mbps,8,83,99.52,LTE,Three,86,73.53,-74.86,78.94,242.8,85.68,1.34,17.51,34.0,12.0,2,True,29.41,Poor Voice Quality,Sunny,No issues,2025-02-14,Grey,True,84.61,✅,INT33594,Pending upgrade,C,51.515529,-0.117877,-76.72,-134.52,29.98,3.33,0.26,9.63855421686747,51.96,51.966,Normal
2025-08-22 02:50:00,TWR1038,0.656,11.54 Gbps,10,62,97.48,5G,EE,175,44.44,-73.61,13.24,79.7,97.74,2.14,2.5,31.9,6.9,20,False,17.78,Satisfactory,Foggy,Rebooted system,2025-01-25,Grey,False,59.59,🔇,INT37803,Temporary site,B,54.970401,-1.622637,-109.22,-121.5,1.64,8.89,1.04,16.129032258064516,11540.0,11.549,Anomaly
2025-08-22 02:55:00,TWR1052,0.694,62.33 Gbps,2,137,97.85,5G,Three,490,18.52,-84.71,35.93,286.5,90.46,3.37,10.23,18.8,0.8,16,False,7.41,Poor Voice Quality,Sunny,Checked cables,2024-10-15,White,True,97.9,🔇,INT70875,Legacy hardware,C,53.417187,-2.992163,-61.98,-97.19,21.87,4.76,2.08,1.45985401459854,62330.0,62.339,Normal
2025-08-22 03:00:00,TWR1024,0.615,75.41 Mbps,1,58,97.16,4G,Three,389,22.78,-76.9,45.22,289.7,98.85,4.59,2.88,18.8,1.1,18,False,9.11,Other,Rainy,No issues,2025-07-10,Grey,True,89.05,✅,INT84099,Temporary site,B,51.516191,-0.127955,-71.91,-98.5,19.08,14.28,1.79,1.7241379310344829,75.41,75.416,Normal
2025-08-22 03:05:00,TWR1081,0.355,74.06 Mbps,4,156,95.65,5G,Three,447,20.12,-69.26,55.21,291.5,96.24,2.54,10.14,44.9,10.8,11,True,8.05,Satisfactory,Foggy,No issues,2025-03-16,Grey,True,44.64,📶,INT26117,Pending upgrade,C,53.404893,-2.98426,-116.51,-127.77,5.26,48.54,2.84,2.564102564102564,74.06,74.066,Normal
2025-08-22 03:10:00,TWR1085,0.289,90.7 Mbps,3,77,98.16,LTE,Three,309,27.86,-106.48,73.54,248.7,90.57,1.16,14.41,16.8,1.6,6,True,11.14,Satisfactory,Cloudy,,2025-03-17,Grey,True,44.79,✅,INT30407,Pending upgrade,A,50.831698,-0.127332,-91.75,-132.16,10.66,3.9,2.31,3.896103896103896,90.7,90.76,Normal
2025-08-22 03:15:00,TWR1088,0.458,62.21 Gbps,3,53,97.18,4G,Three,474,19.08,-68.26,65.6,62.0,86.34,4.39,6.41,20.6,11.2,10,True,7.63,Poor Voice Quality,Cloudy,Rebooted system,2024-12-19,Red,False,40.82,✅,INT38316,Temporary site,A,54.974997,-1.620966,-77.77,-112.39,25.53,9.77,0.22,5.660377358490567,62210.0,62.219,Normal
2025-08-22 03:20:00,TWR1052,0.564,28.52 Mbps,3,196,98.37,LTE,Vodafone UK,295,28.99,-85.88,68.14,255.2,85.38,3.57,18.68,33.1,1.2,7,False,11.59,Satisfactory,Foggy,Rebooted system,2025-01-21,White,False,88.22,📶,INT45547,,C,52.481937,-1.890241,-92.8,-94.54,8.92,9.52,3.48,1.530612244897959,28.52,28.526,Normal
2025-08-22 03:25:00,TWR1028,0.73,75.96 Gbps,7,166,96.59,LTE,EE,113,61.35,-105.6,94.63,97.3,91.42,4.74,17.01,18.9,10.7,16,False,24.54,Satisfactory,Rainy,Rebooted system,2024-12-19,Grey,True,56.51,📶,INT30554,,A,53.413519,-2.99714,-101.56,-135.4,7.57,12.77,2.29,4.216867469879518,75960.0,75.969,Normal
2025-08-22 03:30:00,TWR1025,0.709,56.57 Mbps,6,172,98.68,LTE,Three,123,57.8,-107.09,83.44,253.8,87.26,4.21,12.23,20.6,2.3,6,True,23.12,Poor Voice Quality,Foggy,,2025-06-24,Blue,False,30.97,📶,INT18896,Pending upgrade,A,52.483837,-1.883718,-84.24,-109.75,2.56,16.03,4.99,3.488372093023256,56.57,56.576,Normal
2025-08-22 03:35:00,TWR1050,0.942,92.08 Mbps,2,104,95.57,5G,Three,268,31.45,-85.53,72.35,196.1,90.34,1.86,5.98,23.4,6.2,7,True,12.58,Poor Voice Quality,Rainy,Rebooted system,2024-11-03,Grey,False,50.79,✅,INT19862,Legacy hardware,A,55.959663,-3.182402,-64.38,-133.9,9.16,33.31,1.73,1.9230769230769231,92.08,92.086,Normal
2025-08-22 03:40:00,TWR1080,0.616,58.58 Mbps,7,140,98.68,LTE,O2,418,21.37,-65.61,75.98,147.7,90.63,1.12,19.73,29.5,10.0,8,True,8.55,Poor Voice Quality,Rainy,,2025-05-19,Red,True,56.26,🔇,INT11786,Legacy hardware,B,51.44892,-2.596396,-67.29,-124.65,27.59,45.04,2.47,5.0,58.58,58.586,Normal
2025-08-22 03:45:00,TWR1099,0.626,47.87 Mbps,7,89,95.73,4G,Vodafone UK,63,88.5,-71.39,31.54,155.9,88.48,3.89,6.1,42.9,3.7,19,False,35.4,Satisfactory,Foggy,Checked cables,2025-06-26,Blue,False,59.24,✅,INT61300,Temporary site,A,53.487181,-2.239861,-105.84,-81.46,15.79,10.02,4.65,7.865168539325842,47.87,47.876,Normal
2025-08-22 03:50:00,TWR1055,0.695,37.67 Mbps,1,93,98.99,5G,O2,457,19.72,-64.38,91.37,192.0,92.95,4.13,16.43,22.0,11.4,9,False,7.89,Poor Voice Quality,Rainy,,2025-03-01,Red,True,34.63,🔇,INT65614,Temporary site,C,50.827757,-0.13092,-109.74,-137.6,0.64,44.04,3.67,1.0752688172043012,37.67,37.676,Normal
2025-08-22 03:55:00,TWR1072,0.527,18.69 Mbps,2,62,96.88,LTE,Vodafone UK,460,19.61,-64.7,33.79,103.2,97.87,3.74,17.92,17.6,9.4,9,False,7.84,Satisfactory,Sunny,Checked cables,2024-12-07,White,False,83.93,✅,INT54979,Legacy hardware,C,54.974673,-1.616132,-100.1,-133.45,9.3,31.85,4.57,3.225806451612903,18.69,18.696,Normal
2025-08-22 04:00:00,TWR1074,0.923,21.1 Gbps,3,138,96.2,LTE,Vodafone UK,180,43.48,-70.07,17.47,52.7,86.54,1.88,2.53,41.5,0.3,17,False,17.39,Other,Rainy,Rebooted system,2025-06-02,White,False,44.59,📶,INT28312,Pending upgrade,Z,52.477531,-1.885311,-117.7,-123.76,9.95,6.83,2.3,2.1739130434782608,21100.0,21.19,Normal
2025-08-22 04:05:00,TWR1062,0.947,63.8 Mbps,8,182,95.84,LTE,EE,127,56.5,-90.9,71.36,230.3,89.3,1.62,17.03,17.7,2.8,1,False,22.6,Satisfactory,Foggy,No issues,2024-09-13,Grey,True,51.29,✅,INT83123,,Z,51.512797,-0.137565,-75.21,-94.25,9.0,27.5,2.41,4.395604395604396,63.8,63.86,Normal
2025-08-22 04:10:00,TWR1083,0.823,58.35 Mbps,8,132,96.82,4G,O2,42,108.7,-88.57,43.81,58.1,91.84,3.83,12.88,23.3,7.0,4,True,43.48,Other,Sunny,,2025-06-06,Grey,False,31.2,⚠️,INT82831,Pending upgrade,Z,51.50888,-0.12258,-77.73,-132.16,-4.13,16.41,4.84,6.0606060606060606,58.35,58.356,Normal
2025-08-22 04:15:00,TWR1092,0.445,20.29 Mbps,2,76,98.65,5G,O2,376,23.47,-88.14,21.12,76.6,89.18,0.54,17.02,43.5,4.0,19,True,9.39,Other,Sunny,Checked cables,2025-02-18,White,False,73.69,⚠️,INT26817,Pending upgrade,Z,51.457046,-2.59787,-90.5,-90.69,-7.52,49.68,4.57,2.631578947368421,20.29,20.296,Normal
2025-08-22 04:20:00,TWR1064,0.636,91.76 Gbps,3,162,99.58,5G,O2,62,89.29,-78.42,75.31,270.1,95.06,0.54,9.26,41.3,11.5,10,True,35.71,Poor Voice Quality,Sunny,Rebooted system,2024-08-25,Grey,True,53.77,🔇,INT46177,Temporary site,C,57.150866,-2.099208,-99.59,-136.49,4.57,15.77,0.56,1.851851851851852,91760.0,91.769,Normal
2025-08-22 04:25:00,TWR1099,0.128,27.45 Gbps,6,79,95.72,LTE,Vodafone UK,296,28.9,-103.09,36.53,236.9,95.28,0.37,15.91,29.8,11.2,12,False,11.56,Other,Foggy,Rebooted system,2024-10-26,Grey,True,89.69,✅,INT80102,Legacy hardware,C,51.445411,-2.597398,-114.72,-102.68,-9.7,5.81,0.43,7.59493670886076,27450.0,27.459,Normal
2025-08-22 04:30:00,TWR1011,0.518,19.37 Gbps,7,51,97.56,5G,EE,240,34.48,-61.16,42.85,204.0,87.84,3.36,17.93,33.3,5.3,2,False,13.79,Other,Foggy,Rebooted system,2024-12-04,Blue,False,94.23,⚠️,INT70159,Pending upgrade,B,51.756196,-1.251184,-93.86,-113.32,-3.58,14.63,1.82,13.725490196078432,19370.0,19.379,Anomaly
2025-08-22 04:35:00,TWR1091,0.342,41.57 Gbps,8,159,96.47,5G,Three,441,20.37,-63.62,26.26,285.0,96.82,0.18,1.51,17.7,9.9,3,True,8.15,Poor Voice Quality,Rainy,No issues,2025-06-03,Grey,False,33.46,🔇,INT54223,,C,51.749978,-1.265611,-65.41,-95.29,14.48,20.7,2.6,5.031446540880504,41570.0,41.579,Normal
2025-08-22 04:40:00,TWR1016,0.652,57.92 Gbps,2,170,96.84,4G,Three,405,21.98,-94.76,56.08,265.3,85.17,0.56,15.43,32.4,7.1,15,True,8.79,Satisfactory,Foggy,No issues,2025-07-06,Grey,False,90.54,⚠️,INT15640,Pending upgrade,B,57.155077,-2.102153,-110.27,-81.24,1.54,44.93,1.19,1.1764705882352942,57920.0,57.929,Normal
2025-08-22 04:45:00,TWR1053,0.553,64.95 Gbps,5,164,95.16,5G,EE,67,85.47,-77.09,27.47,236.0,88.56,3.46,12.71,40.1,9.9,15,False,34.19,Satisfactory,Sunny,Rebooted system,2025-08-14,Grey,True,52.93,✅,INT32881,,Z,53.410389,-2.999117,-106.81,-96.01,3.74,33.11,1.56,3.048780487804878,64950.0,64.959,Normal
2025-08-22 04:50:00,TWR1096,0.66,28.61 Gbps,4,50,96.31,LTE,EE,24,135.14,-87.58,38.6,124.4,96.39,3.67,2.31,22.5,10.6,13,True,54.05,Other,Sunny,,2025-02-13,Blue,True,64.0,⚠️,INT72425,Temporary site,C,53.413329,-2.987282,-104.05,-106.06,15.58,12.47,0.8,8.0,28610.0,28.619,Normal
2025-08-22 04:55:00,TWR1089,0.283,25.74 Gbps,6,148,99.55,5G,Vodafone UK,274,30.86,-68.94,25.42,125.9,89.35,2.51,1.95,23.6,3.6,2,False,12.35,Satisfactory,Foggy,Checked cables,2025-04-09,Grey,True,60.21,⚠️,INT29897,Temporary site,C,55.946214,-3.197142,-105.46,-106.65,17.68,11.27,1.2,4.054054054054054,25740.0,25.749,Normal
2025-08-22 05:00:00,TWR1036,0.983,5.37 Gbps,3,141,95.47,5G,Three,488,18.59,-106.96,84.4,125.8,95.63,3.52,4.12,13.2,8.9,13,False,7.43,Other,Cloudy,,2024-12-25,White,False,88.42,🔇,INT26564,Legacy hardware,C,51.760336,-1.260192,-102.39,-120.9,-0.98,33.82,4.51,2.127659574468085,5370.0,5.379,Anomaly
2025-08-22 05:05:00,TWR1002,0.545,38.85 Mbps,2,125,97.43,LTE,EE,382,23.15,-88.66,95.25,192.3,89.59,0.97,5.54,11.6,10.3,15,False,9.26,Satisfactory,Rainy,No issues,2024-12-01,Red,False,71.15,⚠️,INT70941,Legacy hardware,C,57.144643,-2.091355,-70.98,-122.83,15.15,49.83,4.24,1.6,38.85,38.856,Normal
2025-08-22 05:10:00,TWR1015,0.73,95.13 Gbps,9,159,96.89,4G,EE,57,93.46,-74.07,40.03,93.4,87.32,1.48,11.04,31.8,3.7,14,True,37.38,Other,Cloudy,No issues,2025-07-08,White,True,72.12,✅,INT14226,Pending upgrade,C,53.487768,-2.241929,-94.94,-105.11,7.58,25.02,0.1,5.660377358490567,95130.0,95.139,Normal
2025-08-22 05:15:00,TWR1019,0.929,59.18 Mbps,0,130,99.84,5G,EE,270,31.25,-72.36,54.03,259.7,86.77,4.05,16.25,19.5,7.7,4,True,12.5,Poor Voice Quality,Sunny,,2025-07-05,White,False,36.11,⚠️,INT10390,Temporary site,Z,51.452816,-2.589559,-109.05,-128.86,-7.43,24.8,1.86,0.0,59.18,59.186,Normal
2025-08-22 05:20:00,TWR1090,0.795,63.74 Mbps,0,91,95.08,4G,Vodafone UK,154,49.02,-61.44,54.74,102.5,99.68,1.95,3.82,34.4,6.5,1,True,19.61,Satisfactory,Sunny,,2025-07-24,Grey,True,79.64,✅,INT33488,Temporary site,Z,51.746845,-1.266648,-89.74,-110.91,24.24,19.74,2.56,0.0,63.74,63.746,Normal
2025-08-22 05:25:00,TWR1052,0.566,52.5 Mbps,5,184,97.87,5G,O2,479,18.9,-79.76,37.93,161.7,98.67,4.64,1.43,28.5,9.8,16,True,7.56,Satisfactory,Foggy,No issues,2025-06-21,Red,True,68.82,🔇,INT94130,Legacy hardware,A,53.473854,-2.234392,-70.56,-133.63,23.98,17.93,2.47,2.717391304347826,52.5,52.56,Normal
2025-08-22 05:30:00,TWR1021,0.662,77.57 Gbps,8,128,95.29,LTE,O2,466,19.38,-92.57,12.2,90.2,99.19,1.12,9.16,38.5,1.0,3,False,7.75,Poor Voice Quality,Foggy,Rebooted system,2025-04-02,Grey,True,80.76,✅,INT24011,,A,57.156776,-2.091113,-87.69,-132.04,7.57,45.19,3.48,6.25,77570.0,77.579,Normal
